audio_path,caption
2AWJyLujBXg9wvlVoRLdpT.npy,"[0:00-10:00] The song uses programmed percussion, a snare, a bass, a synth, and a shaker. The percussion in the song is programmed to play a simple beat, with the snare being struck on alternate counts. The mood of the song is romantic. The song starts with a female voice singing the main melody, accompanied by male and female voices singing backing vocals in harmony. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
3R9ZAWuERsqNapDtUiu6Sp.npy,"[0:00-10:00] The song features a distorted electric guitar, a bass guitar, and a rock acoustic drum beat. The song has a medium tempo and the mood is passionate and energetic. The song sounds passionate and energetic. The song sounds passionate and energetic. No, the song is an instrumental. [10:00-20:00]  [20:00-30:00] "
2ee9kqcX5qVkZwQmeJZVVC.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. The rhythm of the song is made up of a punchy kick and snare hits, shimmering hi hats and groovy bass. The mood of the song is upbeat and it can be played in a retro club. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
6XixO9LiGvH7Zy0Hfnyhgm.npy,"[0:00-10:00] The instruments used in the song are kick and snare drums, cymbals, bass guitar and electric guitar. The tempo of the song is fast. The mood of the song is aggressive and energetic. The song is probably designed for an adult animated show to create a scary atmosphere. No, the song does not have any voices. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
66O0pFEFp23dgYjoAd6RKK.npy,"[0:00-10:00] The song uses programmed percussion, a synth, and a bass. There is also a female voice singing the main melody. The song has a medium tempo and uses a groovy bass line, steady drumming rhythm, and keyboard accompaniment. The mood of the song is groovy and addictive. The song sounds like something you would hear in clubs. The song may be played in a club. [10:00-20:00]  [20:00-30:00] "
56von762XlyEtT3qQhm47H.npy,"[0:00-10:00] The song uses shimmering hi hats, energetic crash cymbal, punchy kick and snare hits, groovy bass guitar and wide electric guitars. The rhythm section of the song is characterized by punchy kick and snare hits, shimmering hi hats and a groovy bass guitar. The mood of the song is energetic and exciting. The song sounds energetic and exciting. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
6lSVidZXCnOnYAWcgIqVDF.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. The song has a medium tempo and uses a groovy bass line, steady drumming rhythm, and keyboard accompaniment. The mood of the song is happy. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
2O9llQaI7q6FPY2afs9k8R.npy,"[0:00-10:00] The song uses a keyboard for accompaniment, along with steady drumming and a strong bass line. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The song has a passionate, emotional, and soulful mood. The song starts with a solid drum introduction. Yes, there is a short snippet of passionate female vocal singing over the instrumental. [10:00-20:00]  [20:00-30:00] "
7lSDCrF11sdTVfjbAQVZE8.npy,"[0:00-10:00] The song features a male voice, percussion, a distortion guitar, and a bass. The song has a medium fast tempo and the mood is romantic and exciting. The mood of the song is upbeat and it can be played in a retro club. The song starts with a male voice singing at a higher pitch. This is followed by a female voice singing backing vocals in harmony. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
3zHXsywWD1eRE4KIKXGK8q.npy,"[0:00-10:00] The song uses a variety of instruments including a percussive bass line, steady drumming with various percussion hits, and keyboard harmony. These instruments, along with other sonic effects, contribute to the song’s modern techno dance hit sound. The song has a fast tempo and falls under the techno dance genre. The song has an energetic and upbeat mood. The song sounds energetic and upbeat. Yes, there is a repetitive vocal riff in the song. [10:00-20:00]  [20:00-30:00] "
3v9ELl9T121dhadZyIiQVn.npy,"[0:00-10:00] The song uses an acoustic drum, an e-bass, an acoustic guitar, and a viola. The song has a fast paced rhythm, making it upbeat and good to dance to. The mood of the song is soulful and uplifting. The song has a fast paced rhythm, making it upbeat and good to dance to. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
22sLuJYcvZOSoLLRYev1s5.npy,"[0:00-10:00] The song uses an acoustic drum, an e-bass, a piano, a guitar, and an electric guitar. The rhythm in the song is provided by the acoustic drums playing a simple beat. The mood of the song is happy. The song starts off with the sound of a kid's voice singing. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
3c1EcaIF3iX1PUpIvRyVR7.npy,"[0:00-10:00] The song uses a tabla, an acoustic guitar, and a violin. The song has a medium tempo. The song has a spiritual and customary mood. The song starts with a male voice narrating a story. No, there are no voices or other instruments in the song. [10:00-20:00]  [20:00-30:00] "
2MKXAkcFDDaFAlpgMEkeNH.npy,"[0:00-10:00] The song uses punchy kick and snare hits, shimmering cymbals, groovy bass and soft kick hits. The song has a slow tempo. The song has a soft, mellow, passionate, and emotional mood. The song starts with a saxophone solo melody played over shimmering hi hats, groovy bass and soft kick hits. Despite the low quality, the song still manages to convey a sense of passion and easygoingness. [10:00-20:00]  [20:00-30:00] "
0tHOTQBn2M4CD2dcyHivth.npy,"[0:00-10:00] The song uses a complex drum part, a distorted e-guitar, and an e-bass. The rhythm pattern of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The song is high on adrenaline and exciting. The song is high on adrenaline and exciting. No, there are no voices in the song. This is an instrumental song. [10:00-20:00]  [20:00-30:00] "
6Uvi1wY1oKXO1zZFlbqsqk.npy,"[0:00-10:00] The song uses a strong guitar lead, rock drumming rhythm, percussive bass line and an electric guitar strumming rhythm. The song has a medium tempo and a groovy drum rhythm. The song is high on adrenaline and exciting. The song sounds like something you would hear in rock bars. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
0ctOamnBE7fk0A3xBAMxTh.npy,"[0:00-10:00] The song uses acoustic drums, a bass, an e-guitar, and a keyboard. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The mood of the song is emotional and passionate. The song consists of an acoustic rhythm guitar, punchy kick and snare hits, shimmering hi hats and groovy bass. Yes, the song may be played live, as suggested by the setting of sitting around a bonfire with friends. [10:00-20:00]  [20:00-30:00] "
6q1pd4xCMHPb9PADvGBhWe.npy,"[0:00-10:00] The song uses acoustic drums, an e-bass, and e-guitars. The drum is holding a four on the floor groove with a kick on every beat. The mood of the song is happy. The song seems to be playing at a live concert, as indicated by the cheering crowd. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
7hVhRCDV100Jq26NGR7adw.npy,"[0:00-10:00] The song features an electric guitar, a bass guitar, and acoustic drums. The caption does not provide specific information about the tempo of the song, but given the genre and the described mood, it can be inferred that the tempo is fast. The mood of the song is emotional and passionate. The song starts with a male vocal singing over an electric guitar melody, groovy bass guitar and acoustic rhythm guitar. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
7xPXdN7i2u7ts6vWwCnmcq.npy,"[0:00-10:00] The song features punchy kick and snare hits, shimmering hi hats, groovy bass and brass melody. The song has a '4 on the floor' kick pattern. The song has a bouncy, groovy, and upbeat mood. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, the song has a '4 on the floor' kick pattern. [10:00-20:00]  [20:00-30:00] "
5AP5i2pXBU07ZyIYyGu7lu.npy,"[0:00-10:00] The song uses a plucked string instrument, an acoustic guitar, and an upright bass. The song has a medium tempo and a groovy drum rhythm. The song has a fun, happy, joyful, cheerful, and warm hearted mood. The song starts with a solid drum introduction. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
2sgx1DY9WyziUCiesB9iz8.npy,"[0:00-10:00] The song features a male voice, percussion, a bass, and a guitar. The audio quality of the song is bad. The mood of the song is happy. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
5bX7U1sixSnd3G2X9LNRmP.npy,"[0:00-10:00] The song uses an acoustic drum, a bass, a piano, a guitar, and an accordion. The rhythm of the song is groovy, driven by the punchy kick and snare hits. The mood of the song is happy. The song starts with a female voice singing the main melody, accompanied by other male and female voices singing backing vocals. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
2VEZx7NWsZ1D0eJ4uv5Fym.npy,"[0:00-10:00] The song uses a steady drumming rhythm, percussive bass line, keyboard accompaniment and various percussion hits. The rhythm pattern of the song is a four on the floor beat pattern. The mood of the song is danceable and energetic. The song is sung by a male singer. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
2j3PFZXmenUxgjjBUIod7F.npy,"[0:00-10:00] The song uses an acoustic drum, an e-bass, an acoustic guitar, and a viola. The song has a medium fast tempo with keyboard harmony, infectious drumming, steady bass lines and electronic guitar. The song is simple, mellow, tender, sentimental, emotional and mellow. The instrumentation style and music decibels indicate that this song belongs to the country genre. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
087otJT7SXmRp9UQMAC1y8.npy,"[0:00-10:00] The song uses digital drums, a digital bass, and a synth lead sound. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The mood of the song is not explicitly stated, but it may be inferred as energetic or intense as it is mentioned that the song may be playing live. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. No, there are no voices or other instruments in this song. [10:00-20:00]  [20:00-30:00] "
5Aap5YVJvxkUSv0vf70GPh.npy,"[0:00-10:00] The song uses an acoustic drum, an e-bass, and two e-guitars. The percussion plays a simple beat with single and double strokes on the snare in alternate counts. The mood of the song is storytelling and it can be played in a rags to riches movie. The song seems to be played at a live concert, as indicated by the cheering crowd. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
2JkHFnYHpAYs8tMC7VIoDu.npy,"[0:00-10:00] The song uses a strong guitar lead, rock drumming rhythm, percussive bass line and an electric guitar strumming rhythm. The percussion plays a simple beat in common time. The song has an energizing feel to it. The song starts with a solid drum introduction. No, there are no voices or other instruments in the song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
6dw1sbdCwW5sbsbcpq6QED.npy,"[0:00-10:00] The song uses a variety of instruments including a percussive bass line, steady drumming with various percussion hits, and keyboard harmony. These instruments, along with other sonic effects, contribute to the song’s modern techno dance sound. The song has a '4 on the floor' kick pattern. The song has a danceable mood, suitable for a club. The song sounds like something you would hear in clubs. The song ends with a '4 on the floor' kick pattern. [10:00-20:00]  [20:00-30:00] "
6XGGJf7nVYqrk128vxKUkf.npy,"[0:00-10:00] The song features jazz drumming, a strong bass line, piano accompaniment, and various percussion hits. The song has a medium tempo and uses a variety of instruments including drums, guitar, piano, and a percussive bass line. The mood of the song is soothing and romantic. The song sounds soulful and passionate. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
2stwPgrh5NpNr8PdiIPEhE.npy,"[0:00-10:00] The song uses a metal drum, a percussive bass line, a keyboard, and various percussion hits. The song has a fast tempo with a quick drum rhythm, percussive bass line, strong drumming rhythm and keyboard accompaniment. The song is exciting and energetic. The song is used as a soundtrack for an anime show. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
5qugKP8gPqN91O7KBMkW6P.npy,"[0:00-10:00] The song features a steady drumming rhythm, keyboard accompaniment, a groovy bass line and various percussion hits. These instruments together create an exciting and groovy melody. The rhythm section of the song is made up of a punchy kick, punchy snare layered with some claps and simple hi hats. The mood of the song is passionate, funky and groovy. The rhythm section of the song is made up of a punchy kick, punchy snare layered with claps and shimmering hi hats. There are two male voices singing together in harmony in the song. [10:00-20:00]  [20:00-30:00] "
144JMbvbR5txNzoZ112wo4.npy,"[0:00-10:00] The song uses a steady drumming rhythm, percussive bass line, keyboard accompaniment and various percussion hits. These instruments contribute to the lively and cheerful mood of the song. The song has a medium tempo and the mood is romantic and cheerful. The mood of the song is romantic and cheerful. The song is modern K-pop, which is a genre that incorporates elements of different musical styles such as pop, rock, jazz, electronic, hip-hop, and R&B, making it sound modern and fresh. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
36vtADf9F9OXMX2Zp8SsZg.npy,"[0:00-10:00] The song uses a flute, an e-guitar, percussive instruments, and an upright bass. The song has a medium tempo and is passionate and story-telling in nature. The song is passionate, as conveyed by the male vocalist. The song sounds passionate and soulful. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
4DGe75LtEVn5Cy54xZC5NY.npy,"[0:00-10:00] The song uses shimmering hi hats, punchy snare, mellow kick hits, uptempo acoustic rhythm guitar, and groovy bass. The tempo of the song is medium. The mood of the song is energetic and addictive. The punchy kick and snare hits, shimmering hi hats and groovy bass make the song sound energetic. No, there are no voices in the song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
0NAwYwfqigFQ8RPg0RytP0.npy,"[0:00-10:00] The song features a '4 on the floor' kick pattern, punchy snare, claps, groovy bass, metallic percussion and repetitive male vocal singing. The rhythm pattern of the song is a punchy '4 on the floor' kick pattern. The mood of the song is energetic and exciting. The song starts with a '4 on the floor' kick pattern, punchy snare, claps, groovy bass, metallic percussion and repetitive male vocal singing. Yes, there is a repetitive vocal riff in the song. [10:00-20:00]  [20:00-30:00] "
3EEzQDCP8jRl2pEt9eDKMO.npy,"[0:00-10:00] The song features an electric guitar, a bass guitar, and an acoustic drum. The song has a fast tempo with a peppy keyboard harmony, simple, march like drumming, steady bass line, acoustic guitar and bells chiming. The song is spirited, melodic, energetic, enthusiastic, youthful and engaging. The song is sung by a female vocalist. No, there are no voices in the song. It is an instrumental piece. [10:00-20:00]  [20:00-30:00] "
0BRFeA3hIDr4WaBPELol5b.npy,"[0:00-10:00] The song features a groovy bass line, steady drumming rhythm, keyboard accompaniment and other percussive hits. The song has a '4 on the floor' kick pattern. The song has a groovy mood and can be played in a club. The song starts with a male vocal singing over a dubstep beat. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
5aSZXRJg2NxnWcK1LKCldg.npy,"[0:00-10:00] The song uses an acoustic drum, a bass, an e-guitar, a trumpet, and a trombone. There is also a male voice singing in a higher register. The song has a '4 on the floor' kick pattern. The mood of the song is happy. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Given the use of e-guitar, e-bass, and drums, this song likely belongs to the rock genre. [10:00-20:00]  [20:00-30:00] "
6OTJ1osgoSNY6U1UIK3Hf5.npy,"[0:00-10:00] The song uses a plethora of instruments like the auto harp, fiddle, acoustic guitar, electric guitar, bass guitar, banjo, intense drumming, cello, violin harmony and vocal harmony. The rhythm of the song is groovy, with punchy kick and snare hits. The mood of the song is passionate and energetic. The song sounds like something you would hear in clubs. Yes, the song may be playing live, as suggested by the setting of sitting around a bonfire with friends. [10:00-20:00]  [20:00-30:00] "
1RzJ37KMEmEcxtp3SC4WFl.npy,"[0:00-10:00] The song uses acoustic drums, an e-bass, and two e-guitars. The song has a '4 on the floor' kick pattern. The song has a suspenseful feel. The song starts with a solid drum introduction. Yes, there are no voices in this song. [10:00-20:00]  [20:00-30:00] "
4Iulw1aCh0z40QQCfjcbLm.npy,"[0:00-10:00] The song uses a keyboard for accompaniment, along with steady drumming and a strong bass line. The tempo of the song is medium and the instruments used are Harmonica, bass, acoustic guitar, auto harp and dobro. The song has a sad, emotional and passionate mood. The song starts with a solid drum introduction. No, there is no vocal melody in the song. It is an instrumental piece. [10:00-20:00]  [20:00-30:00] "
1PN1qeguZngSXHCn3BhOxA.npy,"[0:00-10:00] The song uses a strong guitar lead, rock drumming rhythm, percussive bass line and an electric guitar strumming rhythm. The song has a fast tempo with a punchy kick and snare hits, energetic cymbals, distorted bass guitar and aggressive electric guitar riffs. The song has a high energy and exciting mood. The song sounds like something you would jump to at concerts. No, there are no voices or other instruments in the song. [10:00-20:00]  [20:00-30:00] "
58PSYdY0GFg0LFb2PxYk4T.npy,"[0:00-10:00] The song features punchy kick and snare hits, shimmering hi hats, groovy bass guitar and electric guitar melodies. The tempo of the song is fast. The instruments used in the song include drums, bass, electric guitar, and keyboard. The mood of the song is upbeat, high-spirited, energetic, buoyant, cheerful, happy and groovy. The song starts with a punchy kick and snare hits, shimmering hi hats, groovy bass guitar and electric guitar melodies. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
5qzwrPRbnaqSOK545OEJBq.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and crash cymbals. The caption does not provide specific information about the tempo of the song, but given the genre and the described mood, it can be inferred that the tempo is likely to be upbeat and fast. The mood of the song is romantic and it can be played in a romantic movie. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
2yDQVcj26tpi9IUJhw9xDs.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. The song has a medium fast tempo with keyboard harmony, infectious drumming, steady bass lines and electronic guitar. The song is prayerful and spirited. The song starts with a solid drum introduction. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
4FnRRY3oEAor3gMEvsuBrp.npy,"[0:00-10:00] The song uses acoustic drums, an e-bass, and two e-guitars. There is also a male voice singing. The rhythm of the song is maintained by the acoustic drum beat. The mood of the song is soothing and easygoing. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
7nuxA6HQ0eoUkgTVAKcDTN.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. The song has a '4 on the floor' kick pattern. The song has a groovy mood and a dance rhythm. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
5BxtJCwIA4bsFxoIHiZQ5a.npy,"[0:00-10:00] The song uses a metal drum, a percussive bass line, a keyboard, and various percussion hits. The tempo of the song is fast. It features fast metal drumming, a percussive bass line, rhythmic distorted guitar play and various percussion hits. The song is exciting and high on adrenaline, typical of a death metal melody. The song is described as loud, violent, thunderous, passionate, boisterous and aggressive. No, there is no singer in this music piece. [10:00-20:00]  [20:00-30:00] "
5z1Yde01fIsC6NaswUXbDI.npy,"[0:00-10:00] The song uses a plethora of instruments like the auto harp, fiddle, acoustic guitar, electric guitar, bass, banjo, intense drumming, cello, violin harmony and vocal harmony. The song has a slow tempo. The song has a mellow, soft, melodic, soothing, calming, devotional and euphonious mood. The song starts with a male vocal singing over soft kick and snare hits, shimmering hi hats, groovy bass, acoustic rhythm guitar and electric guitar melody. Yes, there are backup singers in vocal harmony. [10:00-20:00]  [20:00-30:00] "
5S5Z9VYSKwr9myAHv7h7aJ.npy,"[0:00-10:00] The instruments used in this song are kick and snare drums, cymbals, bass guitar and electric guitar. The rhythm section of the song is characterized by punchy kick and snare hits, energetic cymbals, distorted bass guitar and aggressive electric guitar melody. The mood of the song is aggressive and energetic. The song has an aggressive and energetic sound, characterized by the use of energetic cymbals, electric guitar melodies, distorted bass guitar, punchy kick and snare hits and wide manic toms. Given the use of e-guitars, e-bass, and drums, this song likely belongs to the metal genre. [10:00-20:00]  [20:00-30:00] "
34wbeEdt5YOyQuGHyrceqQ.npy,"[0:00-10:00] The instruments used in the song are kick and snare drums, cymbals, bass guitar and electric guitar. The rhythm pattern of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The mood of the song is aggressive and energetic. The song starts with a solid drum introduction. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
0ENjQO4pgtxXRFEPS3GXUv.npy,"[0:00-10:00] The song uses an acoustic guitar, a mandolin, and an upright bass. The song has a fast tempo, which contributes to its groovy and passionate mood. The song has a bluesy mood, which is often associated with a relaxed or emotional atmosphere. The song ends with multiple male voices singing one word together. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
4Fp6Qaifzk3CCtggVJdWXT.npy,"[0:00-10:00] The song uses a piano, a flute, a digital drum, and strings. The song has a medium tempo and features a male voice rapping the lyrics. The song has a youthful, enthusiastic, trippy, psychedelic, new age, and groovy mood. The song would be suitable for a gangster movie. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
6PldDD3631HjKvPedhj4vq.npy,"[0:00-10:00] The song uses punchy kick and snare hits, shimmering hi hats, an electric guitar melody, and a groovy bass guitar. The percussion in the song plays a simple rock beat with a roll at the end. The mood or atmosphere of the song is energetic. The song starts with a solid drum introduction. No, there are no voices in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
2iAPQ5Stbj7CIUThV8Udxq.npy,"[0:00-10:00] The song uses a digital drum, a soft subbass, and a metallophone/marimba. The song has a medium tempo and is groovy in mood. The song has a story-telling mood and it can be played in a club. The song sounds like something you would hear in clubs. No, there are no voices or other instruments in this song. [10:00-20:00]  [20:00-30:00] "
2hXwGBnrwizPQau6IkTKmV.npy,"[0:00-10:00] The song features a male voice, percussion, an overdriven guitar, and a bass. There are no other instruments used in this song. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The song has a romantic mood and can be played in a romantic movie. The strings play staccato notes in the background and at the end of the bar, the notes are allowed to ring. No, there are no voices or other instruments in this song. It is an instrumental song. [10:00-20:00]  [20:00-30:00] "
1hqOqF2CFZoKri1bpqGT1U.npy,"[0:00-10:00] The instruments used in the song are violin, cello, and keyboard. The tempo of the song is fast. The mood of the song is suspenseful and intense. The song is an instrumental piece, it does not have vocals. No, there is no percussion or voice in the song. [10:00-20:00]  [20:00-30:00] "
62uw0iWu8jLB4cYBQxjdcm.npy,"[0:00-10:00] The song features a funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The mood of the song is happy. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
66LUrXzxVGV6FtAePibqfV.npy,"[0:00-10:00] The song uses a dj creating vinyl scratch tones, a steady drumming rhythm, a groovy bass line and a keyboard accompaniment. The song has a '4 on the floor' kick pattern. The song has a relaxing and calming mood. The song sounds like something you would hear in clubs. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
5uh98HlgvoJd2zRWAduj2Y.npy,"[0:00-10:00] The song uses an acoustic drum, a bass, an e-guitar, and a keyboard. There is also a male voice singing in a higher register. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. The song has a romantic mood and can be played in a romantic movie. The song starts off with the sound of a chalk writing on a board, followed by a percussion roll. No, there are no voices in this song. It is an instrumental piece. [10:00-20:00]  [20:00-30:00] "
4sJOuZGBuoNhtocxAO9IkC.npy,"[0:00-10:00] The song uses a captivating electric guitar lead, rhythmic acoustic guitar, funky bass line, keyboard accompaniment, steady drumming and trumpets. The rhythm of the song is maintained by the acoustic drum that is holding a steady rhythm. The song is passionate and emotional. The rhythm of the song is maintained by the acoustic drum that is holding a steady groove without many changes. No, there are no voices or other instruments in the song. [10:00-20:00]  [20:00-30:00] "
5GvWrvLIqoHroq7YvO260M.npy,"[0:00-10:00] The song features percussion, bass, and the sound of bells in the background. The rhythm of the song is groovy, with punchy kick and snare hits. The mood of the song is groovy, addictive, and passionate. The song sounds like something you would hear in clubs during the 70s. Yes, there are backup singers in vocal harmony in the song. [10:00-20:00]  [20:00-30:00] "
10GuEtb6Fnwm50ZOlf8MCT.npy,"[0:00-10:00] The song uses acoustic drums, an e-bass, and e-guitar. The rhythm pattern of the song is characterized by punchy kick and snare hits, energetic cymbals, distorted bass guitar and aggressive electric guitar riffs. The song has an eerie feel, suitable for the end credits of a horror movie. The song starts with a solid drum introduction. No, there are no voices in the song. It is an instrumental piece. [10:00-20:00]  [20:00-30:00] "
